id,name,retailer,price,category,ingredients,image,link,similar,gluten,lactose,nut
101,Highland Black Blended Scotch Whisky 70cl,aldi,15.99,drinks,,4088600141138_d653e15128bb45118a6ed12fa4a8037c_L.jpg,https://groceries.aldi.co.uk/en-GB/p-highland-black-blended-scotch-whisky-70cl/4088600141138,,,,
102,Ballycastle Irish Country Cream 70cl,aldi,4.69,drinks,,4088600141787_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-ballycastle-irish-country-cream-70cl/4088600141787,,,,
103,Old Hopking Spiced Rum 70cl,aldi,10.99,drinks,,4088600141961_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-old-hopking-spiced-rum-70cl/4088600141961,,,,
104,Stefanoff Vodka 1l,aldi,14.89,drinks,,4088600141992_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-stefanoff-vodka-1l/4088600141992,,,,
105,Taurus Fruit Cider 4x440ml,aldi,3.49,drinks,,4088600142012_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-taurus-fruit-cider-4x440ml/4088600142012,,,,
106,Galahad Lager 440ml,aldi,2.49,drinks,"Modified Starch: barley, wheat, Malted barley; Hops.",4088600142029_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-galahad-lager-440ml/4088600142029,,False,True,True
107,Old Hopking Premium White Rum 70cl,aldi,10.29,drinks,,4088600160207_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-old-hopking-premium-white-rum-70cl/4088600160207,,,,
108,Chevalier Vs Cognac 70cl,aldi,16.99,drinks,,4088600209609_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-chevalier-vs-cognac-70cl/4088600209609,,,,
109,Taurus Original Cider 4x440ml,aldi,2.39,drinks,As Alcohol,4088600226651_0.jpg,https://groceries.aldi.co.uk/en-GB/p-taurus-original-cider-4x440ml/4088600226651,,True,True,True
110,Taurus Pear Cider 4x440ml,aldi,2.39,drinks,,4088600227009_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-taurus-pear-cider-4x440ml/4088600227009,,,,
111,Brasserie Premium French Lager 10x250ml,aldi,3.59,drinks,,4088600241302_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-brasserie-premium-french-lager-10x250ml/4088600241302,,,,
112,Samuel Joe's Straight Kentucky Bourbon Whiskey 70cl,aldi,13.99,drinks,,4088600260884_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-samuel-joes-straight-kentucky-bourbon-whiskey-70cl/4088600260884,,,,
113,Glen Marnoch Islay Single Malt Scotch Whisky 70cl,aldi,17.49,drinks,,4088600277820_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-glen-marnoch-islay-single-malt-scotch-whisky-70cl/4088600277820,,,,
114,Glen Marnoch Speyside Single Malt Scotch Whisky 70cl,aldi,17.49,drinks,,4088600277837_0_L.png,https://groceries.aldi.co.uk/en-GB/p-glen-marnoch-speyside-single-malt-scotch-whisky-70cl/4088600277837,,,,
115,Glen Marnoch Highland Single Malt Whisky 70cl,aldi,17.49,drinks,,4088600277844_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-glen-marnoch-highland-single-malt-whisky-70cl/4088600277844,,,,
116,Birra Mapelli Premium Lager 500ml,aldi,1.39,drinks,,4088600283043_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-birra-mapelli-premium-lager-500ml/4088600283043,,,,
117,Mcewan's Champion Premium Beer Bottle 500ml,aldi,1.65,drinks,,5000264004184_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-mcewans-champion-premium-beer-bottle-500ml/5000264004184,https://www.iceland.co.uk/p/mcewans-champion-premium-beer-500ml-bottle/82902.html,,,
118,Carling Original Lager Beer 4x440ml,aldi,3.85,drinks,,5010038441978_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-carling-original-lager-beer-4x440ml/5010038441978,https://www.iceland.co.uk/p/carling-original-lager-beer-4-x-440ml/53422.html,,,
119,San Miguel Premium Lager Beer Bottle 660ml,aldi,1.75,drinks,"Water, Malted barley, Hops",5010153773671_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-san-miguel-premium-lager-beer-bottle-660ml/5010153773671,https://www.iceland.co.uk/p/san-miguel-premium-lager-beer-660ml-bottle/66340.html,False,True,True
120,Old Speckled Hen Distinctive English Pale Ale 4x500ml,aldi,4.75,drinks,,5010549305530_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-old-speckled-hen-distinctive-english-pale-ale-4x500ml/5010549305530,https://www.iceland.co.uk/p/old-speckled-hen-distinctive-english-pale-ale-4-x-500ml/67889.html,,,
121,Marston's Old Empire IPA Beer Bottle 500ml,aldi,1.59,drinks,,5011348002910_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-marstons-old-empire-ipa-beer-bottle-500ml/5011348002910,,,,
122,Banks's Amber Bitter Beer Bottle 500ml,aldi,0.99,drinks,,5011348008639_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-bankss-amber-bitter-beer-bottle-500ml/5011348008639,,,,
123,Marston's Pedigree Amber Ale Beer Bottle 500ml,aldi,1.59,drinks,,5011348012094_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-marstons-pedigree-amber-ale-beer-bottle-500ml/5011348012094,,,,
124,Wychwood Brewery Hobgoblin Gold Ale Beer Bottle 500ml,aldi,1.39,drinks,,5011348015194_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-wychwood-brewery-hobgoblin-gold-ale-beer-bottle-500ml/5011348015194,,,,
125,Wychwood Brewery Hobgoblin Ruby Ale Beer Cans 4x500ml,aldi,4.25,drinks,,5011348017112_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-wychwood-brewery-hobgoblin-ruby-ale-beer-cans-4x500ml/5011348017112,,,,
126,Budweiser Limited Edition Beer 12 X 300ml,aldi,9.99,drinks,"Water, barley malt, Rice, Hops",5014379004687_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-budweiser-limited-edition-beer-12-x-300ml/5014379004687,,False,True,True
127,San Miguel Premium Lager Beer Bottles 12x330ml,aldi,9.99,drinks,"Water, Malted barley, Hops",5016325802323_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-san-miguel-premium-lager-beer-bottles-12x330ml/5016325802323,https://www.iceland.co.uk/p/san-miguel-premium-lager-beer-12-x-330ml-bottles/64715.html,False,True,True
128,Carlsberg Pilsner Lager Beer Cans 18 X 440ml,aldi,11.99,drinks,"Water, Malted barley, barley, Hops, Hop Oil",5016325849144_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-carlsberg-pilsner-lager-beer-cans-18-x-440ml/5016325849144,https://www.iceland.co.uk/p/carlsberg-pilsner-lager-beer-18-x-440ml-cans/76993.html,False,True,True
129,Guinness Draught Stout Beer Can 4x440ml,aldi,4.75,drinks,,50213085_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-guinness-draught-stout-beer-can-4x440ml/50213085,,,,
130,Wychwood Brewery Hobgoblin Ruby Ale Beer Bottle 500ml,aldi,1.39,drinks,,5023625004487_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-wychwood-brewery-hobgoblin-ruby-ale-beer-bottle-500ml/5023625004487,,,,
131,Proper Job Cornish IPA 500ml,aldi,1.69,drinks,,5028403155146_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-proper-job-cornish-ipa-500ml/5028403155146,,,,
132,Alska Fruit Cider 0.5% - Strawberry & Lime 500ml,aldi,1.09,drinks,"Carbonated Water, Sugar, Pear Cider (Contains Preservative: Sodium metabisulphite), Flavourings, Acid (Citric Acid), Black Carrot Extract, Colour (Plain Caramel), Preservative (Potassium Sorbate).",7350071700280_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-alska-fruit-cider-05-strawberry-lime-500ml/7350071700280,,True,True,True
133,Corona Lager Beer Bottles 12x330ml,aldi,12.99,drinks,"Water, barley malt, Maize, Hops",7501064193040_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-corona-lager-beer-bottles-12x330ml/7501064193040,,False,True,True
134,Contevedo Cava Brut 75cl,aldi,5.49,drinks,,4088600110363_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-contevedo-cava-brut-75cl/4088600110363,,,,
135,Castellore Pinot Grigio 75cl,aldi,3.99,drinks,,4088600115917_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-castellore-pinot-grigio-75cl/4088600115917,,,,
136,Specially Selected Australian Chardonnay 75cl,aldi,6.79,drinks,,4088600134314_0.jpg,https://groceries.aldi.co.uk/en-GB/p-specially-selected-australian-chardonnay-75cl/4088600134314,,,,
137,Castellore Chianti 75cl,aldi,4.99,drinks,,4088600189734_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-castellore-chianti-75cl/4088600189734,,,,
138,Blutengarten Liebfraumilch 75cl,aldi,3.79,drinks,,4088600269399_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-blutengarten-liebfraumilch-75cl/4088600269399,,,,
139,Beachfront White Zinfandel 75cl,aldi,3.99,drinks,,4088600294117_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-beachfront-white-zinfandel-75cl/4088600294117,,,,
140,Grove Manor Fruity Rosé 75cl,aldi,2.99,drinks,,4088600313467_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-grove-manor-fruity-rose-75cl/4088600313467,,,,
141,Heineken 0.0 Alcohol Free Lager Beer Cans 6x330ml,aldi,3.99,drinks,"Water, Malted barley, Hop Extract, Natural Flavourings",8712000050092_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-heineken-00-alcohol-free-lager-beer-cans-6x330ml/8712000050092,,False,True,True
142,Specially Selected Colombian Ground Coffee 227g,aldi,2.59,drinks,Coffee.,4088600506562_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-specially-selected-colombian-ground-coffee-227g/4088600506562,,True,True,True
143,Specially Selected Sumatran Ground Coffee 227g,aldi,2.59,drinks,Coffee.,4088600506579_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-specially-selected-sumatran-ground-coffee-227g/4088600506579,,True,True,True
144,Specially Selected Guatemalan Ground Coffee 227g,aldi,2.59,drinks,Coffee.,4088600506586_0.jpg,https://groceries.aldi.co.uk/en-GB/p-specially-selected-guatemalan-ground-coffee-227g/4088600506586,,True,True,True
145,Specially Selected Kentish Pale Ale 500ml,aldi,1.49,drinks,,4088600535234_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-specially-selected-kentish-pale-ale-500ml/4088600535234,,,,
146,Specially Selected Pinot Noir 75cl,aldi,5.79,drinks,,4088600482521_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-specially-selected-pinot-noir-75cl/4088600482521,,,,
147,Irn-bru Xtra No Sugar Cans 6x330ml,aldi,2.25,drinks,"Carbonated Water, Acid (Citric Acid), Flavourings (including Caffeine, Ammonium Ferric Citrate & Quinine), Sweeteners (Aspartame, Acesulfame K), Preservative (E211), Colours (Sunset Yellow FCF, Ponceau 4R)",5000382108283_0.jpg,https://groceries.aldi.co.uk/en-GB/p-irn-bru-xtra-no-sugar-cans-6x330ml/5000382108283,,True,True,True
148,Harpers Brewing Co. Amber Ale 500ml,aldi,1.29,drinks,,4088600521367_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-harpers-brewing-co-amber-ale-500ml/4088600521367,,,,
149,Specially Selected Ribera Del Duero 75cl,aldi,7.49,drinks,,4088600470382_0.jpg,https://groceries.aldi.co.uk/en-GB/p-specially-selected-ribera-del-duero-75cl/4088600470382,,,,
150,Specially Selected Touraine Sauvignon Blanc 75cl,aldi,6.99,drinks,,4088600503028_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-specially-selected-touraine-sauvignon-blanc-75cl/4088600503028,,,,
151,Sun Quench Lemon & Lime Super Concentrated Squash 66ml,aldi,1.39,drinks,"Water, Acids: Citric Acid, Malic Acid; Lime Juice From Concentrate (6%), Lemon Juice From Concentrate (1.5%), Flavourings, Sweeteners: Sucralose, Acesulfame K; Stabilisers: Acacia Gum, Glycerol Esters Of Wood Rosins; Preservatives: Potassium Sorbate, Sodium metabisulphite, potassium metabisulphite.",4088600523088_0.jpg,https://groceries.aldi.co.uk/en-GB/p-sun-quench-lemon-lime-super-concentrated-squash-66ml/4088600523088,,True,True,True
152,Specially Selected Castellore Chilean Rosé 75cl,aldi,4.49,drinks,,4088600467610_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-specially-selected-castellore-chilean-rose-75cl/4088600467610,,,,
153,Beachfront California Chardonnay 75cl,aldi,5.29,drinks,,4088600507729_0.jpg,https://groceries.aldi.co.uk/en-GB/p-beachfront-california-chardonnay-75cl/4088600507729,,,,
154,Castellore Grillo 75cl,aldi,6.99,drinks,,4088600509372_0.jpg,https://groceries.aldi.co.uk/en-GB/p-castellore-grillo-75cl/4088600509372,,,,
155,Cambalala Cabernet Sauvignon 75cl,aldi,4.99,drinks,,4088600509471_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-cambalala-cabernet-sauvignon-75cl/4088600509471,,,,
156,Specially Selected Cabernet Sauvignon 75cl,aldi,6.79,drinks,,4088600509556_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-specially-selected-cabernet-sauvignon-75cl/4088600509556,,,,
157,Mimo Moutinho Lisboa Red Wine 75cl,aldi,4.99,drinks,,4088600511610_0.jpg,https://groceries.aldi.co.uk/en-GB/p-mimo-moutinho-lisboa-red-wine-75cl/4088600511610,,,,
158,Specially Selected South Africa W.O. Stellenbosch Merlo,aldi,6.99,drinks,,4088600509563_0.jpg,https://groceries.aldi.co.uk/en-GB/p-specially-selected-south-africa-wo-stellenbosch-merlot-75cl/4088600509563,,,,
159,Estevez Viognier 75cl,aldi,5.49,drinks,,4088600509327_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-estevez-viognier-75cl/4088600509327,,,,
160,Broughton Old Jock Scotch Ale 500ml,aldi,1.75,drinks,"Water, Malted barley, Hops, Yeast",5014627241116_0.jpg,https://groceries.aldi.co.uk/en-GB/p-broughton-old-jock-scotch-ale-500ml/5014627241116,,False,True,True
161,Mimo Moutinho Portuguese Avesso 75cl,aldi,6.99,drinks,,4088600509389_0.jpg,https://groceries.aldi.co.uk/en-GB/p-mimo-moutinho-portuguese-avesso-75cl/4088600509389,,,,
162,Specially Selected Sauvignon Blanc 75cl,aldi,8.99,drinks,,4088600509457_0.jpg,https://groceries.aldi.co.uk/en-GB/p-specially-selected-sauvignon-blanc-75cl/4088600509457,,,,
163,Specially Selected French Pezenas 75cl,aldi,9.99,drinks,,4088600509600_0.jpg,https://groceries.aldi.co.uk/en-GB/p-specially-selected-french-pezenas-75cl/4088600509600,,,,
164,Canyon Springs Californian Zinfandel 75cl,aldi,6.99,drinks,,4088600370637_0.jpg,https://groceries.aldi.co.uk/en-GB/p-canyon-springs-californian-zinfandel-75cl/4088600370637,,,,
165,Cambalala South African Rosé 75cl,aldi,6.99,drinks,,4088600467559_0.jpg,https://groceries.aldi.co.uk/en-GB/p-cambalala-south-african-rose-75cl/4088600467559,,,,
166,Specially Selected Pinot Noir 75cl,aldi,9.99,drinks,,4088600509594_0.jpg,https://groceries.aldi.co.uk/en-GB/p-specially-selected-pinot-noir-75cl/4088600509594,,,,
167,Costellore Proccini 75cl,aldi,4.99,drinks,,4088600497167_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-costellore-proccini-75cl/4088600497167,,,,
168,Haysmith's Blood Orange Gin 70cl,aldi,14.99,drinks,,4088600542232_0.jpg,https://groceries.aldi.co.uk/en-GB/p-haysmiths-blood-orange-gin-70cl/4088600542232,,,,
169,Castellore Ribolla Gialla 75cl,aldi,6.99,drinks,,4088600509365_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-castellore-ribolla-gialla-75cl/4088600509365,,,,
170,Carista Lager 6x330ml,aldi,4.49,drinks,,4088600521404_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-carista-lager-6x330ml/4088600521404,,,,
171,Pierre Jaurant Bordeaux 75cl,aldi,4.79,drinks,,4088600509488_0.jpg,https://groceries.aldi.co.uk/en-GB/p-pierre-jaurant-bordeaux-75cl/4088600509488,,,,
172,Taurus Cherry Cider 440ml,aldi,4.19,drinks,,4088600543185_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-taurus-cherry-cider-440ml/4088600543185,,,,
173,Lock Ten Brewing Co. Lager 330ml,aldi,1.09,drinks,,4088600521381_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-lock-ten-brewing-co-lager-330ml/4088600521381,,,,
174,Castellore Pinot Grigio Blush 75cl,aldi,4.29,drinks,,4088600506999_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-castellore-pinot-grigio-blush-75cl/4088600506999,,,,
175,Baron Amarillo Rioja 75cl,aldi,4.69,drinks,,4088600516400_0.jpg,https://groceries.aldi.co.uk/en-GB/p-baron-amarillo-rioja-75cl/4088600516400,,,,
176,Coca-Cola Zero Sugar 2l,aldi,1.99,drinks,"Carbonated Water, Colour (Caramel E150d), Acid (Phosphoric Acid), Sweeteners (Aspartame, Acesulfame K), Natural Flavourings including Caffeine, Acidity Regulator (Sodium Citrates)",5449000669902_0.jpg,https://groceries.aldi.co.uk/en-GB/p-coca-cola-zero-sugar-2l/5449000669902,https://www.iceland.co.uk/p/coca-cola-zero-sugar-2l/79824.html,True,True,True
177,Diet Coke 2l,aldi,1.99,drinks,"Carbonated Water, Colour (Caramel E150d), Sweeteners (Aspartame, Acesulfame K), Natural Flavourings including Caffeine, Acids (Phosphoric Acid, Citric Acid)",5449000673039_0.jpg,https://groceries.aldi.co.uk/en-GB/p-diet-coke-2l/5449000673039,https://www.iceland.co.uk/p/diet-coke-2l/3903.html,True,True,True
178,Pierre Jaurant Mediterranee Rosé 75cl,aldi,5.49,drinks,,4088600466576_0.jpg,https://groceries.aldi.co.uk/en-GB/p-pierre-jaurant-mediterranee-rose-75cl/4088600466576,,,,
179,Pierre Jaurant Côtes De Thau Rosé 75cl,aldi,6.29,drinks,,4088600466590_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-pierre-jaurant-cotes-de-thau-rose-75cl/4088600466590,,,,
180,Pierre Jaurant Atlantique Rosé 75cl,aldi,6.49,drinks,,4088600466583_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-pierre-jaurant-atlantique-rose-75cl/4088600466583,,,,
181,Specially Selected Costières De Nîmes Rosé 75cl,aldi,7.99,drinks,,4088600466644_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-specially-selected-costieres-de-nimes-rose-75cl/4088600466644,,,,
182,Kooliburra The Prospector Rosé 75cl,aldi,4.79,drinks,,4088600467603_0.jpg,https://groceries.aldi.co.uk/en-GB/p-kooliburra-the-prospector-rose-75cl/4088600467603,,,,
183,Specially Selected Castellore Italian Aglianico Del Vul,aldi,7.99,drinks,,4088600470405_0.jpg,https://groceries.aldi.co.uk/en-GB/p-specially-selected-castellore-italian-aglianico-del-vulture-75cl/4088600470405,,,,
184,Buenas Vides Argentinian Sauvignon Blanc 75cl,aldi,5.99,drinks,,4088600509358_0.jpg,https://groceries.aldi.co.uk/en-GB/p-buenas-vides-argentinian-sauvignon-blanc-75cl/4088600509358,,,,
185,Specially Selected South African Rhône Blend 75cl,aldi,6.99,drinks,,4088600509419_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-specially-selected-south-african-rhone-blend-75cl/4088600509419,,,,
186,Specially Selected Castellore Greco Di Tufo 75cl,aldi,7.99,drinks,,4088600509440_0.jpg,https://groceries.aldi.co.uk/en-GB/p-specially-selected-castellore-greco-di-tufo-75cl/4088600509440,,,,
187,Mimo Moutinho Portuguese Dao Rosé 75cl,aldi,6.49,drinks,,4088600466620_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-mimo-moutinho-portuguese-dao-rose-75cl/4088600466620,,,,
188,Specially Selected Cabernet Sauvignon 75cl,aldi,6.79,drinks,,4088600513348_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-specially-selected-cabernet-sauvignon-75cl/4088600513348,,,,
189,Costellore Prosecco Rosè Millesimato Extra Dry 75cl,aldi,7.49,drinks,,4088600504889_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-costellore-prosecco-rose-millesimato-extra-dry-75cl/4088600504889,,,,
190,Chassaux Et Fils Costières De Nîmes 75cl,aldi,5.99,drinks,,4088600509518_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-chassaux-et-fils-costieres-de-nimes-75cl/4088600509518,,,,
191,Beachfront California Pinot Grigio Rosé 75cl,aldi,5.79,drinks,,4088600461663_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-beachfront-california-pinot-grigio-rose-75cl/4088600461663,,,,
192,Castellore Nero D'avola 75cl,aldi,4.99,drinks,,4088600509495_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-castellore-nero-davola-75cl/4088600509495,,,,
193,Brewdog Punk IPA Post Modern Classic 440ml,aldi,2.25,drinks,"Water, Malted barley, Hops, Yeast",5056025453838_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-brewdog-punk-ipa-post-modern-classic-440ml/5056025453838,,False,True,True
194,Williams Bros Brewing Co Six States New England White I,aldi,1.79,drinks,,4088600441665_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-williams-bros-brewing-co-six-states-new-england-white-ipa-440ml/4088600441665,,,,
195,Williams Bros Brewing Co Otis Blood Orange IPA 440ml,aldi,1.79,drinks,,4088600552231_0.jpg,https://groceries.aldi.co.uk/en-GB/p-williams-bros-brewing-co-otis-blood-orange-ipa-440ml/4088600552231,,,,
196,Chapter & Verse Chardonnay 75cl,aldi,4.99,drinks,,5010134921619_0.jpg,https://groceries.aldi.co.uk/en-GB/p-chapter-verse-chardonnay-75cl/5010134921619,,,,
197,Lock Ten Brewing Co Pale Ale 330ml,aldi,1.09,drinks,,4088600521398_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-lock-ten-brewing-co-pale-ale-330ml/4088600521398,,,,
198,Anti Establishment Hazy IPA 440ml,aldi,1.79,drinks,,4088600549507_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-anti-establishment-hazy-ipa-440ml/4088600549507,,,,
199,Lock Ten Brewing Co Craft IPA 330ml,aldi,1.09,drinks,,4088600522715_0_L.jpg,https://groceries.aldi.co.uk/en-GB/p-lock-ten-brewing-co-craft-ipa-330ml/4088600522715,,,,
200,Specially Selected Provence Rosé 75cl,aldi,6.49,drinks,,4088600503349_0.jpg,https://groceries.aldi.co.uk/en-GB/p-specially-selected-provence-rose-75cl/4088600503349,,,,
201,Chevalier Cognac Controlée 50cl,aldi,29.99,drinks,,4088600542263_0.jpg,https://groceries.aldi.co.uk/en-GB/p-chevalier-cognac-controlee-50cl/4088600542263,,,,
202,The Infusionist Blood Orange Negroni Flavour Cocktail 5,aldi,8.99,drinks,,4088600550121_0.jpg,https://groceries.aldi.co.uk/en-GB/p-the-infusionist-blood-orange-negroni-flavour-cocktail-50cl/4088600550121,,,,
